TransactionAmount,PreviousTransactionDate,TransactionType,Location,IP Address,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
293.97,1827.0,1.0,31.0,464.0,1.0,68.0,2,153.0,1.0,7371.85,1
136.32,1637.0,1.0,24.0,343.0,2.0,19.0,3,113.0,1.0,264.8299999999999,0
251.06,1986.0,1.0,7.0,281.0,2.0,36.0,0,34.0,1.0,10001.66,1
21.399999999999977,2101.0,1.0,14.0,288.0,1.0,34.0,1,258.0,1.0,9594.11,2
73.28,426.0,1.0,4.0,316.0,1.0,21.0,3,21.0,1.0,1329.4099999999999,0
70.23000000000002,1472.0,1.0,22.0,128.0,-1.1102230246251565e-16,38.0,0,260.0,1.0,11624.93,2
689.29,37.0,1.0,12.0,195.0,-1.1102230246251565e-16,21.999999999999996,3,100.0,1.0,168.84000000000015,0
745.03,1223.0,1.0,13.0,384.0,2.0,28.0,3,231.0,1.0,160.5699999999997,0
54.610000000000014,1958.0,1.0,25.0,409.0,-1.1102230246251565e-16,58.0,1,160.0,1.0,7135.64,2
54.05000000000001,663.0,1.0,21.0,198.0,1.0,27.0,3,146.0,1.0,469.1400000000003,0
107.47,597.0,1.0,2.0,474.0,2.0,67.0,2,144.0,1.0,7517.5,2
219.63,1811.0,1.0,5.0,128.0,-1.1102230246251565e-16,48.0,0,44.0,1.0,8013.63,1
93.51999999999998,1295.0,1.0,30.0,263.0,2.0,51.0,1,97.0,1.0,2791.2,2
376.79,169.0,1.0,25.0,120.0,1.0,68.0,2,265.0,1.0,7749.14,1
697.32,745.0,1.0,1.0,188.0,2.0,68.0,2,91.0,1.0,2016.02,1
442.74,1673.0,1.0,36.0,115.99999999999997,1.0,23.0,3,136.0,1.0,1790.27,0
623.9,1254.0,1.0,38.0,316.0,-1.1102230246251565e-16,27.0,3,249.0,1.0,711.4700000000003,0
63.41,1898.0,1.0,13.0,115.99999999999997,-1.1102230246251565e-16,26.0,3,35.999999999999986,1.0,1546.2200000000003,0
346.85,1780.0,1.0,18.0,80.99999999999997,-1.1102230246251565e-16,44.0,0,88.0,1.0,7208.15,1
7.5,276.0,1.0,9.0,308.0,2.0,63.0,2,35.999999999999986,1.0,6485.78,2
206.46,1925.0,1.0,41.0,31.0,-1.1102230246251565e-16,65.0,2,279.0,1.0,3984.38,1
423.11,1172.0,1.0,8.0,491.0,-1.1102230246251565e-16,60.0,1,47.0,1.0,412.77999999999975,1
22.45999999999998,773.0,1.0,27.0,132.0,2.0,54.0,2,78.0,1.0,6631.5,2
334.89,1141.0,1.0,13.0,387.0,2.0,21.0,3,260.0,1.0,1661.6800000000003,0
144.3,2005.0,1.0,28.0,572.0,-1.1102230246251565e-16,18.0,3,88.0,1.0,312.1899999999996,0
366.21,73.0,1.0,28.0,326.0,-1.1102230246251565e-16,62.0,0,181.0,1.0,10862.99,1
99.11000000000001,681.0,1.0,30.0,422.0,2.0,55.0,2,12.0,1.0,5414.87,2
539.35,809.0,1.0,25.0,341.0,-1.1102230246251565e-16,55.0,2,127.0,1.0,3919.44,1
188.99,911.0,1.0,28.0,298.0,1.0,58.0,1,92.0,1.0,7315.34,2
710.14,412.0,1.0,12.0,544.0,-1.1102230246251565e-16,26.0,3,227.0,1.0,465.6300000000001,0
308.68,356.0,1.0,25.0,551.0,2.0,53.0,0,170.0,1.0,9992.36,1
166.68,517.0,1.0,23.0,248.0,-1.1102230246251565e-16,57.0,2,139.0,1.0,5141.19,2
66.57999999999998,1970.0,1.0,33.0,296.0,1.0,23.0,3,79.0,1.0,1636.3199999999997,0
223.43,217.9999999999999,1.0,9.0,291.0,1.0,77.0,2,178.0,1.0,7932.41,1
659.95,1516.0,1.0,11.0,575.0,2.0,60.0,1,114.0,1.0,3927.69,1
634.86,1263.0,1.0,5.999999999999998,73.0,-1.1102230246251565e-16,27.0,3,45.0,1.0,588.5,0
654.48,1238.0,1.0,8.0,136.0,1.0,19.0,3,114.0,1.0,6776.41,1
157.97,991.0,1.0,30.0,558.0,1.0,48.0,0,140.0,1.0,5529.92,2
254.77,106.99999999999989,1.0,10.0,168.0,1.0,57.0,1,57.0,1.0,5994.87,1
795.96,1575.0,1.0,33.0,459.0,2.0,65.0,2,119.0,1.0,5468.58,1
149.25,578.0,1.0,29.0,382.0,-1.1102230246251565e-16,39.0,1,142.0,1.0,5677.52,2
37.56999999999999,670.0,1.0,12.0,217.0,-1.1102230246251565e-16,57.0,2,42.0,1.0,7739.54,2
448.33,675.0,1.0,1.0,116.99999999999997,-1.1102230246251565e-16,25.000000000000004,3,161.0,1.0,922.1900000000005,0
8.649999999999977,884.0,1.0,19.0,298.0,2.0,48.0,0,273.0,1.0,10778.35,2
539.81,305.0,1.0,37.0,450.0,2.0,46.0,1,177.0,1.0,2051.25,1
363.53,109.0,1.0,18.0,92.0,-1.1102230246251565e-16,63.0,2,142.0,1.0,1038.9099999999994,1
358.18,579.0,1.0,4.0,9.0,-1.1102230246251565e-16,18.0,3,157.0,1.0,619.8599999999997,0
167.2,111.0,1.0,35.0,463.0,1.0,30.0,0,84.0,1.0,11320.83,2
121.91,1026.0,1.0,5.999999999999998,95.0,1.0,60.0,0,133.0,1.0,14510.8,2
137.57,2016.0,1.0,21.0,413.0,2.0,54.0,1,70.0,1.0,5103.67,2
534.62,1981.0,1.0,28.0,227.0,2.0,55.0,0,45.0,1.0,13793.53,1
463.91999999999996,439.0,1.0,23.0,292.0,2.0,50.0,1,199.0,1.0,2403.39,1
320.14,176.0,1.0,25.0,543.0,2.0,60.0,2,96.0,1.0,3075.9700000000003,1
214.93,760.0,1.0,0.0,362.0,2.0,28.0,3,52.0,1.0,7835.4,0
660.02,1642.0,1.0,26.0,519.0,1.0,20.0,3,84.0,1.0,414.4300000000003,0
345.81,1013.0,1.0,33.0,266.0,1.0,40.0,1,135.0,1.0,6116.8,1
143.54,1652.0,1.0,30.0,544.0,-1.1102230246251565e-16,71.0,2,80.0,1.0,6067.62,2
541.79,1275.0,1.0,23.0,571.0,-1.1102230246251565e-16,21.999999999999996,3,125.0,1.0,1454.08,0
40.56999999999999,246.0,1.0,8.0,219.0,1.0,26.0,3,63.0,1.0,1476.9099999999999,0
498.67,1979.0,1.0,24.0,559.0,2.0,28.0,3,244.0,1.0,1719.9700000000003,0
227.22,518.0,1.0,12.0,285.0,-1.1102230246251565e-16,53.0,0,220.0,1.0,832.8199999999997,1
59.44,945.0,1.0,5.999999999999998,490.0,2.0,35.0,1,176.0,1.0,5472.03,2
230.46,666.0,1.0,23.0,472.0,2.0,19.0,3,179.0,1.0,162.52999999999975,0
377.12,1291.0,1.0,15.0,40.0,-1.1102230246251565e-16,34.0,1,61.0,1.0,836.6700000000001,1
420.28,776.0,1.0,42.0,31.0,1.0,35.0,0,144.0,1.0,8557.32,1
124.59,716.0,1.0,5.0,548.0,1.0,27.0,3,171.0,1.0,129.28999999999996,0
73.88,5.0,1.0,5.0,116.99999999999997,2.0,39.0,0,34.0,1.0,6474.41,2
245.93,896.0,1.0,14.0,352.0,1.0,54.0,1,172.0,1.0,7986.63,1
622.41,2014.0,1.0,16.0,93.0,-1.1102230246251565e-16,64.0,0,125.0,1.0,7322.01,1
43.72999999999999,549.0,1.0,29.0,278.0,-1.1102230246251565e-16,34.0,0,145.0,1.0,9929.43,2
770.65,1070.0,1.0,17.0,177.0,2.0,31.0,0,137.0,1.0,7198.8,1
260.31,365.0,1.0,2.0,280.0,1.0,63.0,0,113.0,1.0,10980.38,1
119.88999999999999,2056.0,1.0,40.0,197.0,-1.1102230246251565e-16,67.0,0,60.0,1.0,6697.77,2
106.38999999999999,255.0,1.0,41.0,329.0,2.0,37.0,0,281.0,1.0,9410.99,2
12.04000000000002,1839.0,1.0,13.0,385.0,2.0,37.0,1,58.0,1.0,6213.32,2
319.85,1175.0,1.0,10.0,350.0,-1.1102230246251565e-16,60.0,0,148.0,1.0,711.6599999999999,1
170.53,212.0000000000001,1.0,28.0,166.0,1.0,24.0,3,58.0,1.0,801.0100000000002,0
41.49000000000001,649.0,1.0,0.0,390.0,2.0,24.0,3,13.0,1.0,928.3299999999999,0
350.46,1998.0,1.0,26.0,149.0,1.0,51.0,2,165.0,1.0,5839.38,1
33.45999999999998,294.0,1.0,39.0,257.0,-1.1102230246251565e-16,72.0,2,111.0,1.0,3641.07,2
104.79000000000002,1233.0,1.0,10.0,529.0,-1.1102230246251565e-16,70.0,0,223.0,1.0,1352.19,2
246.27,2106.0,1.0,14.0,122.0,2.0,29.0,0,141.0,1.0,7299.86,1
48.849999999999994,2001.0,1.0,9.0,500.0,-1.1102230246251565e-16,19.0,3,176.0,1.0,1503.56,0
332.0,671.0,1.0,5.0,286.0,-1.1102230246251565e-16,69.0,2,17.0,1.0,5943.13,1
118.1,1760.0,1.0,22.0,33.0,2.0,54.0,1,167.0,1.0,895.6599999999999,2
295.64,2029.0,1.0,17.0,210.0,2.0,21.0,3,82.0,1.0,1061.9600000000005,0
514.33,871.0,1.0,30.0,346.0,1.0,25.000000000000004,3,160.0,1.0,1592.94,0
94.59,1951.0,1.0,42.0,436.0,2.0,39.0,0,34.0,1.0,6171.89,2
80.43,24.0,1.0,8.0,164.0,1.0,59.0,2,157.0,1.0,5987.67,2
54.25,1201.0,1.0,41.0,451.0,2.0,68.0,0,37.000000000000014,1.0,14783.33,2
518.85,1720.0,1.0,18.0,513.0,2.0,21.999999999999996,3,82.0,1.0,1806.0,0
10.649999999999977,647.0,1.0,21.0,406.0,2.0,54.0,0,161.0,1.0,13240.72,2
107.03,407.0,1.0,24.0,358.0,1.0,27.0,3,73.0,1.0,1408.0699999999997,0
346.11,25.0,1.0,9.0,86.0,1.0,41.0,1,213.0,1.0,9551.64,1
138.06,1167.0,1.0,5.0,45.99999999999997,1.0,44.0,1,159.0,1.0,1070.4700000000003,2
158.02,1517.0,1.0,27.0,478.0,-1.1102230246251565e-16,49.0,1,120.0,1.0,9374.24,2
110.48999999999998,1762.0,1.0,33.0,248.0,2.0,57.0,0,48.0,1.0,10483.93,2
329.4,2081.0,1.0,10.0,15.0,2.0,34.0,0,68.0,1.0,9588.07,1
635.4,1507.0,1.0,10.0,338.0,-1.1102230246251565e-16,47.0,0,106.0,1.0,1238.1099999999997,1
769.97,275.0,1.0,36.0,364.0,1.0,21.999999999999996,3,23.0,1.0,1244.9300000000003,0
175.07,1415.0,1.0,7.0,133.0,1.0,26.0,3,169.0,1.0,1040.2500000000005,0
7.310000000000002,1011.0,1.0,19.0,173.0,1.0,78.0,2,282.0,1.0,5757.67,2
56.120000000000005,1477.0,1.0,12.0,28.0,-1.1102230246251565e-16,30.0,0,102.0,1.0,8839.67,2
35.73000000000002,930.0,1.0,24.0,314.0,1.0,65.0,0,87.0,1.0,9073.17,2
3.4399999999999977,115.0,1.0,13.0,433.0,-1.1102230246251565e-16,78.0,2,108.0,1.0,7561.33,2
115.11000000000004,717.0,1.0,0.0,262.0,2.0,28.0,1,139.0,1.0,9808.97,2
171.11,758.0,1.0,37.0,461.0,-1.1102230246251565e-16,57.0,2,171.0,1.0,6324.09,2
408.46,373.0,1.0,33.0,303.0,1.0,64.0,2,28.0,1.0,3140.79,1
580.71,1514.0,1.0,30.0,52.0,-1.1102230246251565e-16,53.0,1,95.0,1.0,5670.0,1
253.47,952.0,1.0,1.0,537.0,1.0,20.0,3,238.0,1.0,220.51000000000022,0
22.810000000000002,846.0,1.0,27.0,534.0,2.0,62.0,2,75.0,1.0,3634.76,2
810.36,103.00000000000011,1.0,8.0,108.0,-1.1102230246251565e-16,20.0,3,67.0,1.0,9239.12,1
9.829999999999984,1160.0,1.0,22.0,328.0,-1.1102230246251565e-16,24.0,3,86.0,1.0,666.4200000000001,0
340.05,1739.0,1.0,11.0,188.0,-1.1102230246251565e-16,43.0,1,37.000000000000014,1.0,7234.15,1
283.45,1681.0,1.0,7.0,78.0,1.0,27.0,1,127.0,1.0,2049.51,1
100.99000000000001,841.0,1.0,27.0,25.0,-1.1102230246251565e-16,68.0,0,114.0,1.0,8865.27,2
90.88,293.0,1.0,0.0,283.0,1.0,18.0,3,176.0,1.0,3908.47,0
655.1499999999999,4.0,1.0,39.0,28.0,-1.1102230246251565e-16,26.0,1,264.0,1.0,5587.44,1
320.55,683.0,1.0,25.0,294.0,2.0,50.0,1,118.0,1.0,438.75,1
41.50999999999999,1602.0,1.0,31.0,171.0,2.0,28.0,3,48.0,1.0,609.6000000000004,0
235.4,1559.0,1.0,11.0,511.0,1.0,28.0,3,70.0,1.0,818.3599999999997,0
159.32,96.0,1.0,39.0,404.0,1.0,18.0,3,100.0,1.0,304.4399999999996,0
20.220000000000027,428.0,1.0,17.0,210.0,-1.1102230246251565e-16,43.0,1,138.0,1.0,5515.32,2
50.400000000000006,508.0,1.0,35.0,426.0,1.0,36.0,0,84.0,1.0,1677.0100000000002,2
73.88,724.0,1.0,20.0,92.0,1.0,53.0,2,131.0,1.0,4055.55,2
119.61000000000001,450.0,1.0,36.0,585.0,-1.1102230246251565e-16,33.0,0,53.0,1.0,9899.94,2
116.57999999999998,1389.0,1.0,33.0,296.0,1.0,43.0,1,247.0,1.0,2620.74,2
67.57,1311.0,1.0,5.0,193.0,1.0,37.0,1,107.0,1.0,2766.12,2
326.29,1985.0,1.0,10.0,477.0,2.0,56.0,1,179.0,1.0,8171.26,1
158.56,367.0,1.0,34.0,345.0,-1.1102230246251565e-16,33.0,0,100.0,1.0,5401.21,2
56.02000000000001,980.0,1.0,22.0,537.0,2.0,27.0,3,142.0,1.0,3548.02,0
504.63,1825.0,1.0,32.0,518.0,2.0,60.0,1,168.0,1.0,3806.16,1
820.15,2041.0,1.0,18.0,81.99999999999997,1.0,47.0,0,181.0,1.0,8802.97,1
8.370000000000005,68.0,1.0,7.0,120.0,-1.1102230246251565e-16,63.0,2,135.0,1.0,1106.3400000000001,2
637.97,1716.0,1.0,27.0,16.0,1.0,58.0,2,90.0,1.0,7949.03,1
13.519999999999982,757.0,1.0,39.0,200.0,-1.1102230246251565e-16,26.0,3,65.0,1.0,259.77000000000044,0
432.1,471.0,1.0,37.0,235.0,-1.1102230246251565e-16,49.0,1,240.0,1.0,2114.3,1
642.68,282.0,1.0,14.0,462.0,1.0,50.0,0,94.0,1.0,8461.46,1
139.72,93.0,1.0,22.0,352.0,1.0,49.0,1,201.0,1.0,5058.83,2
499.99,1215.0,1.0,38.0,560.0,1.0,31.0,1,296.0,1.0,8885.0,1
10.069999999999993,99.0,1.0,0.0,363.0,2.0,24.0,3,49.0,1.0,530.8099999999995,0
120.62000000000003,348.0,1.0,33.0,93.0,-1.1102230246251565e-16,23.0,3,85.0,1.0,9379.53,0
578.49,1672.0,1.0,26.0,278.0,1.0,59.0,2,180.0,1.0,6475.13,1
280.92,2134.0,1.0,31.0,69.0,2.0,41.0,0,168.0,1.0,5298.85,1
42.420000000000016,868.0,1.0,34.0,483.0,2.0,21.0,3,102.0,1.0,490.5699999999997,0
77.03,977.0,1.0,14.0,71.0,-1.1102230246251565e-16,67.0,0,259.0,1.0,11310.27,2
22.589999999999975,500.0,1.0,39.0,42.0,-1.1102230246251565e-16,62.0,2,45.0,1.0,3988.75,2
568.76,1615.0,1.0,3.0,487.0,-1.1102230246251565e-16,51.0,2,155.0,1.0,7484.32,1
105.94,1232.0,1.0,28.0,174.0,1.0,51.0,1,207.0,1.0,5963.1,2
183.67,1014.0,1.0,36.0,519.0,2.0,19.0,3,238.0,1.0,910.2600000000002,0
278.27,580.0,1.0,40.0,553.0,1.0,29.0,0,123.0,1.0,6684.34,1
470.3,1469.0,1.0,2.0,420.0,-1.1102230246251565e-16,40.0,0,88.0,1.0,8524.09,1
261.69,1920.0,1.0,30.0,287.0,-1.1102230246251565e-16,53.0,2,84.0,1.0,5126.65,1
365.04,397.0,1.0,41.0,551.0,1.0,21.999999999999996,3,94.0,1.0,873.8900000000003,0
211.1,1479.0,1.0,24.0,260.0,1.0,57.0,2,136.0,1.0,7059.77,1
21.49000000000001,705.0,1.0,10.0,481.0,-1.1102230246251565e-16,58.0,0,240.0,1.0,11991.24,2
63.58000000000001,1460.0,1.0,8.0,187.0,-1.1102230246251565e-16,18.0,3,199.0,1.0,8086.04,2
321.86,1155.0,1.0,35.0,115.99999999999997,-1.1102230246251565e-16,63.0,0,167.0,1.0,12626.49,1
642.54,744.0,1.0,25.0,197.0,1.0,44.0,1,28.0,1.0,3143.17,1
99.75999999999999,1237.0,1.0,34.0,405.0,1.0,26.0,3,131.0,1.0,416.8900000000003,0
115.32,1168.0,1.0,10.0,330.0,1.0,53.0,2,113.0,1.0,5929.08,2
33.610000000000014,1322.0,1.0,25.0,119.00000000000003,2.0,23.0,3,72.0,1.0,479.0799999999999,0
98.81,1408.0,1.0,37.0,407.0,1.0,27.0,3,91.0,1.0,797.1000000000004,0
1.8700000000000045,1707.0,1.0,42.0,383.0,-1.1102230246251565e-16,65.0,2,147.0,1.0,7287.94,2
105.53,963.0,1.0,7.0,457.0,2.0,24.0,3,88.0,1.0,1433.6599999999999,0
737.34,481.0,1.0,24.0,568.0,2.0,30.0,0,34.0,1.0,7336.56,1
237.86,207.0,1.0,30.0,96.0,-1.1102230246251565e-16,18.0,3,210.0,1.0,475.6300000000001,0
409.61,1173.0,1.0,18.0,286.0,1.0,65.0,0,89.0,1.0,11698.15,1
72.75,679.0,1.0,31.0,18.0,-1.1102230246251565e-16,64.0,0,15.0,1.0,12042.79,2
39.110000000000014,1400.0,1.0,8.0,282.0,2.0,26.0,3,143.0,1.0,518.54,0
729.38,1835.0,1.0,20.0,585.0,-1.1102230246251565e-16,68.0,0,90.0,1.0,9127.65,1
137.49,1177.0,1.0,13.0,424.0,-1.1102230246251565e-16,34.0,1,50.0,1.0,4471.05,2
504.71,589.0,1.0,11.0,365.0,2.0,29.0,1,61.0,1.0,6214.54,1
430.35,295.0,1.0,5.0,343.0,2.0,36.0,0,205.0,1.0,354.89999999999964,1
230.32,765.0,1.0,19.0,442.0,1.0,35.0,1,56.0,1.0,791.46,0
121.70999999999998,1424.0,1.0,5.999999999999998,517.0,-1.1102230246251565e-16,52.0,2,140.0,1.0,5878.89,2
98.87,21.0,1.0,11.0,350.0,2.0,20.0,3,179.0,1.0,533.1999999999998,0
117.55000000000001,784.0,1.0,14.0,410.0,-1.1102230246251565e-16,24.0,3,35.0,1.0,897.9400000000005,0
244.64,311.0,1.0,40.0,499.0,1.0,30.0,0,103.0,1.0,9159.56,1
321.93,1975.0,1.0,26.0,431.0,-1.1102230246251565e-16,45.0,1,12.0,1.0,4392.73,1
346.65,2126.0,1.0,42.0,425.0,2.0,30.0,1,60.0,1.0,6356.96,1
388.65,304.0,1.0,28.0,417.0,-1.1102230246251565e-16,76.0,2,43.0,1.0,7896.85,1
29.220000000000027,1076.0,1.0,35.0,427.0,-1.1102230246251565e-16,24.0,3,151.0,1.0,1649.4300000000003,0
46.75,1204.0,1.0,7.0,283.0,1.0,67.0,2,150.0,1.0,2840.43,2
348.64,921.0,1.0,38.0,93.0,2.0,57.0,2,128.0,1.0,3274.96,1
319.17,65.0,1.0,40.0,506.0,2.0,73.0,2,81.0,1.0,6501.56,1
73.94999999999999,1775.0,1.0,18.0,475.0,-1.1102230246251565e-16,26.0,3,76.0,1.0,363.9200000000001,0
389.63,269.0000000000001,1.0,23.0,153.0,2.0,27.0,1,99.0,1.0,9748.48,1
217.61,465.0,1.0,5.999999999999998,341.0,-1.1102230246251565e-16,19.0,3,45.0,1.0,1404.5299999999997,0
199.84,80.0,1.0,9.0,437.0,-1.1102230246251565e-16,21.0,3,150.0,1.0,706.4400000000005,0
56.349999999999994,221.0,1.0,5.0,197.0,-1.1102230246251565e-16,44.0,0,75.0,1.0,5095.73,2
142.57999999999998,970.0,1.0,35.0,108.0,-1.1102230246251565e-16,33.0,1,145.0,1.0,7844.23,2
333.78,1947.0,1.0,36.0,445.0,-1.1102230246251565e-16,60.0,2,98.0,1.0,6810.94,1
332.59,1110.0,1.0,35.0,195.0,2.0,55.0,2,143.0,1.0,1457.0699999999997,1
236.81,1735.0,1.0,28.0,253.0,1.0,21.999999999999996,3,15.0,1.0,813.6800000000003,0
319.27,1243.0,1.0,35.0,331.0,-1.1102230246251565e-16,50.0,0,150.0,1.0,10269.78,1
79.80000000000001,2073.0,1.0,13.0,255.0,-1.1102230246251565e-16,73.0,2,76.0,1.0,6372.58,2
46.24000000000004,430.0000000000001,1.0,36.0,528.0,1.0,57.0,1,52.0,1.0,2569.56,2
327.8,1892.0,1.0,37.0,561.0,-1.1102230246251565e-16,61.0,0,54.0,1.0,10585.48,1
445.79,1078.0,1.0,19.0,317.0,-1.1102230246251565e-16,52.0,0,161.0,1.0,717.9899999999998,1
55.889999999999986,1312.0,1.0,14.0,223.0,2.0,72.0,2,150.0,1.0,3689.65,2
158.41,223.0,1.0,34.0,251.0,1.0,28.0,3,16.0,1.0,1512.1599999999999,0
61.97,818.0,1.0,31.0,6.0,-1.1102230246251565e-16,74.0,2,95.0,1.0,7014.69,2
27.20999999999998,951.0,1.0,38.0,375.0,-1.1102230246251565e-16,79.0,2,102.0,1.0,3520.61,2
173.74,1446.0,1.0,15.0,179.0,2.0,80.0,2,64.0,1.0,4913.42,2
176.11,1265.0,1.0,38.0,551.0,1.0,38.0,1,105.0,1.0,9155.35,2
88.39999999999998,1817.0,1.0,13.0,38.0,2.0,46.0,1,174.0,1.0,2567.53,2
567.92,984.0,1.0,8.0,333.0,2.0,53.0,2,14.0,1.0,3779.47,1
101.42000000000002,664.0,1.0,1.0,40.0,2.0,66.0,2,146.0,1.0,6530.59,2
300.61,685.0,1.0,12.0,193.0,2.0,44.0,0,51.0,1.0,7895.54,1
265.94,879.0,1.0,4.0,22.0,2.0,54.0,1,132.0,1.0,6781.3,1
345.54,139.0,1.0,36.0,338.0,2.0,29.0,1,50.0,1.0,2091.78,1
411.52,62.0,1.0,20.0,453.0,-1.1102230246251565e-16,41.0,0,88.0,1.0,11108.39,1
111.20999999999998,1329.0,1.0,32.0,339.0,1.0,35.0,0,111.0,1.0,9088.36,2
316.37,1370.0,1.0,7.0,347.0,-1.1102230246251565e-16,53.0,1,86.0,1.0,4671.69,1
260.63,2065.0,1.0,13.0,400.0,1.0,37.0,1,142.0,1.0,7534.73,1
92.36000000000001,505.0,1.0,9.0,380.0,-1.1102230246251565e-16,29.0,1,144.0,1.0,6353.14,2
262.06,1449.0,1.0,28.0,428.0,1.0,63.0,0,118.0,1.0,13587.52,1
64.5,1313.0,1.0,10.0,230.0,-1.1102230246251565e-16,74.0,2,230.0,1.0,1351.2399999999998,2
175.94,880.0,1.0,16.0,435.0,-1.1102230246251565e-16,57.0,2,89.0,1.0,3728.04,2
199.47,1286.0,1.0,11.0,542.0,2.0,57.0,0,142.0,1.0,6067.44,1
51.06999999999999,135.0,1.0,9.0,184.0,1.0,63.0,2,133.0,1.0,4292.16,2
435.86,2118.0,1.0,17.0,133.0,-1.1102230246251565e-16,56.0,2,134.0,1.0,3801.82,1
628.36,116.0,1.0,2.0,282.0,2.0,44.0,0,108.0,1.0,11869.71,1
268.39,310.0,1.0,35.0,534.0,2.0,29.0,0,177.0,1.0,9409.43,1
132.36,441.0,1.0,7.0,419.0,1.0,28.0,3,160.0,1.0,319.64999999999964,0
8.649999999999977,1861.0,1.0,23.0,343.0,-1.1102230246251565e-16,68.0,2,198.0,1.0,4201.22,2
178.91,455.0,1.0,29.0,398.0,-1.1102230246251565e-16,18.0,3,19.000000000000014,1.0,8870.89,0
115.22,2003.0,1.0,37.0,515.0,1.0,27.0,1,108.0,1.0,906.1999999999998,0
161.63,2083.0,1.0,38.0,394.0,2.0,46.0,0,276.0,1.0,9286.37,2
280.99,300.0,1.0,15.0,28.0,1.0,45.0,1,29.0,1.0,9733.59,1
24.189999999999998,216.9999999999999,1.0,36.0,243.0,-1.1102230246251565e-16,29.0,1,28.0,1.0,2756.2,2
372.41,982.0,1.0,36.0,334.0,-1.1102230246251565e-16,55.0,2,143.0,1.0,3233.87,1
60.99000000000001,1213.0,1.0,28.0,447.0,1.0,34.0,1,58.0,1.0,7281.46,2
408.19,2035.0,1.0,23.0,259.0,1.0,26.0,1,241.0,1.0,6847.47,1
524.6,574.0,1.0,12.0,428.0,1.0,58.0,0,76.0,1.0,13017.7,1
108.95999999999998,1633.0,1.0,25.0,445.0,-1.1102230246251565e-16,26.0,3,247.0,1.0,7597.66,0
70.02999999999997,2048.0,1.0,26.0,274.0,1.0,63.0,2,49.0,1.0,7330.31,2
324.04,1067.0,1.0,41.0,11.0,-1.1102230246251565e-16,54.0,2,30.0,1.0,2248.06,1
39.69,653.0,1.0,2.0,352.0,2.0,70.0,2,163.0,1.0,3524.68,2
193.82,636.0,1.0,18.0,168.0,1.0,37.0,1,176.0,1.0,3886.77,1
474.05000000000007,1269.0,1.0,38.0,364.0,-1.1102230246251565e-16,57.0,2,214.0,1.0,1484.31,1
637.75,1151.0,1.0,9.0,240.0,1.0,79.0,2,152.0,1.0,4202.92,1
186.6,1726.0,1.0,40.0,238.0,1.0,18.0,3,139.0,1.0,9716.68,0
644.08,723.0,1.0,1.0,467.0,2.0,24.0,3,55.0,1.0,1980.62,0
305.0,1646.0,1.0,31.0,292.0,-1.1102230246251565e-16,21.999999999999996,3,222.0,1.0,944.8299999999999,0
793.13,738.0,1.0,22.0,218.0,2.0,68.0,0,76.0,1.0,13389.16,1
224.19,1527.0,1.0,15.0,434.0,-1.1102230246251565e-16,52.0,0,93.0,1.0,8475.47,1
194.99,1950.0,1.0,17.0,218.0,1.0,34.0,1,91.0,1.0,1370.0299999999997,1
227.5,440.0,1.0,34.0,92.0,2.0,34.0,0,277.0,1.0,11505.35,1
259.9,998.0,1.0,28.0,110.0,2.0,26.0,3,100.0,1.0,914.2799999999997,0
11.810000000000002,340.0,1.0,31.0,579.0,-1.1102230246251565e-16,21.0,3,131.0,1.0,320.25,0
329.14,1833.0,1.0,34.0,475.0,1.0,55.0,0,14.0,1.0,12033.92,1
154.24,1783.0,1.0,23.0,352.0,-1.1102230246251565e-16,61.0,2,82.0,1.0,6109.55,2
233.44,117.0,1.0,5.999999999999998,403.0,2.0,20.0,3,297.0,1.0,1691.88,0
98.70999999999998,1501.0,1.0,13.0,523.0,-1.1102230246251565e-16,32.0,0,117.0,1.0,10095.23,2
87.38,394.0,1.0,1.0,380.0,1.0,21.0,3,252.0,1.0,1504.9899999999998,0
83.38999999999999,1485.0,1.0,29.0,96.0,1.0,32.0,0,158.0,1.0,13182.11,2
267.55,941.0,1.0,5.0,212.0,2.0,46.0,1,40.0,1.0,4330.04,1
870.05,1390.0,1.0,12.0,532.0,-1.1102230246251565e-16,29.0,0,39.0,1.0,905.25,1
164.51,891.0,1.0,21.0,257.0,1.0,78.0,2,110.0,1.0,3553.69,2
758.12,1059.0,1.0,37.0,228.0,-1.1102230246251565e-16,69.0,2,90.0,1.0,6164.65,1
103.75999999999999,524.0,1.0,18.0,524.0,2.0,28.0,1,188.0,1.0,9626.14,2
583.92,1210.0,1.0,18.0,388.0,2.0,55.0,1,139.0,1.0,6364.14,1
204.06,3.0,1.0,42.0,144.0,2.0,77.0,2,159.0,1.0,4351.83,1
53.51000000000002,1734.0,1.0,27.0,100.00000000000003,2.0,56.0,2,165.0,1.0,5773.5,2
120.17000000000002,1251.0,1.0,32.0,435.0,-1.1102230246251565e-16,49.0,0,105.0,1.0,5403.79,2
220.8,1433.0,1.0,16.0,6.0,2.0,31.0,1,28.0,1.0,8135.31,1
119.00999999999999,445.0,1.0,30.0,110.0,-1.1102230246251565e-16,45.0,0,87.0,1.0,9798.26,2
183.32,736.0,1.0,33.0,185.0,-1.1102230246251565e-16,21.0,3,74.0,1.0,137.42000000000007,0
